n_top,n_bottom,n_outerwear,n_shoes,n_dress,n_accessory,n_total,frac_tshirt,frac_outerwear,frac_winter,frac_formal,n_colors,has_neutral,ghost_ratio,manca_capospalla,manca_scarpe,manca_formale,manca_invernale,troppe_tshirt,poca_varieta_colori,profile
6,3,7,2,0,6,24,0.125,0.2917,0.4583,0.375,7,1.0,0.2965,0,0,0,0,0,0,random
7,9,0,2,3,0,21,0.3333,0.0,0.0,0.1429,5,1.0,0.3012,1,0,0,1,0,0,summer_only
9,11,3,4,1,2,30,0.1,0.1,0.2,0.1667,9,1.0,0.5055,0,0,0,0,0,0,balanced
19,10,0,4,0,0,33,0.4242,0.0,0.0,0.0,12,1.0,0.437,1,0,1,1,1,0,tshirt_heavy
13,6,2,7,2,1,31,0.1935,0.0645,0.1935,0.1935,7,1.0,0.2565,1,0,0,0,0,0,balanced
9,2,5,3,6,0,25,0.0,0.2,0.2,0.8,3,1.0,0.2429,0,0,0,0,0,0,formal
4,2,0,1,0,0,7,0.5714,0.0,0.0,0.0,1,0.0,0.1952,1,1,1,1,1,1,minimal
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,4,1.0,0.5129,1,1,1,0,1,0,minimal
22,13,0,2,0,0,37,0.5946,0.0,0.0,0.0,5,1.0,0.213,1,0,1,1,1,0,tshirt_heavy
18,6,0,1,0,0,25,0.56,0.0,0.0,0.0,10,1.0,0.0201,1,1,1,1,1,0,tshirt_heavy
6,7,5,4,4,0,26,0.0,0.1923,0.1923,0.5385,7,1.0,0.4299,0,0,0,0,0,0,formal
4,5,0,3,5,0,17,0.2353,0.0,0.0,0.2941,6,1.0,0.0833,1,0,0,1,0,0,summer_only
7,5,2,4,0,3,21,0.0,0.0952,0.2857,0.0476,9,1.0,0.189,1,0,1,0,0,0,random
14,8,3,2,4,0,31,0.0,0.0968,0.0968,0.5806,6,0.0,0.503,1,0,0,0,0,1,formal
4,7,0,3,5,0,19,0.2105,0.0,0.0,0.2632,13,1.0,0.2664,1,0,0,1,0,0,summer_only
9,11,0,2,4,0,26,0.3462,0.0,0.0,0.1538,2,1.0,0.2109,1,0,0,1,0,1,summer_only
25,13,0,5,0,0,43,0.4884,0.0,0.0,0.0,7,1.0,0.5126,1,0,1,1,1,0,tshirt_heavy
9,6,0,1,2,0,18,0.5,0.0,0.0,0.1111,7,1.0,0.3421,1,1,0,1,1,0,summer_only
9,5,2,3,1,5,25,0.2,0.08,0.2,0.08,10,1.0,0.3132,1,0,0,0,0,0,random
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1.0,0.2123,1,1,1,0,0,1,minimal
19,6,0,6,0,0,31,0.5484,0.0,0.0,0.0,11,1.0,0.1101,1,0,1,1,1,0,tshirt_heavy
10,9,7,4,2,0,32,0.0,0.2188,0.2188,0.5625,8,1.0,0.2347,0,0,0,0,0,0,formal
8,9,8,1,0,0,26,0.0,0.3077,0.3077,0.4615,12,1.0,0.2594,0,1,0,0,0,0,formal
5,7,1,1,3,9,26,0.1154,0.0385,0.2692,0.1154,10,1.0,0.3388,1,1,0,0,0,0,random
18,13,0,9,0,0,40,0.325,0.0,0.0,0.0,10,1.0,0.2735,1,0,1,1,0,0,tshirt_heavy
3,4,4,1,4,0,16,0.0,0.25,0.25,0.5625,6,1.0,0.2307,0,1,0,0,0,0,formal
16,8,4,4,0,1,33,0.2727,0.1212,0.2727,0.1212,11,1.0,0.2874,0,0,0,0,0,0,balanced
3,0,0,4,0,0,7,0.4286,0.0,0.0,0.0,1,1.0,0.0516,1,0,1,1,1,1,minimal
2,0,0,0,0,0,2,1.0,0.0,0.0,0.0,1,0.0,0.1118,1,1,1,0,0,1,minimal
11,10,4,2,0,5,32,0.0938,0.125,0.375,0.125,11,1.0,0.118,0,0,0,0,0,0,balanced
26,6,0,3,0,0,35,0.6,0.0,0.0,0.0,3,1.0,0.2293,1,0,1,1,1,1,tshirt_heavy
13,5,0,3,1,0,22,0.5909,0.0,0.0,0.0455,2,0.0,0.1533,1,0,1,1,1,1,summer_only
23,9,0,4,0,0,36,0.4722,0.0,0.0,0.0,6,1.0,0.1697,1,0,1,1,1,0,tshirt_heavy
7,8,4,2,3,0,24,0.0,0.1667,0.1667,0.5833,9,1.0,0.5325,0,0,0,0,0,0,formal
5,6,5,9,5,0,30,0.0,0.1667,0.1667,0.5,11,1.0,0.2326,0,0,0,0,0,0,formal
16,2,1,5,1,2,27,0.2222,0.037,0.1852,0.2593,2,0.0,0.3635,1,0,0,0,0,1,balanced
3,0,0,3,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.6144,1,0,1,1,1,0,minimal
26,9,0,1,0,0,36,0.6111,0.0,0.0,0.0,3,1.0,0.3451,1,1,1,1,1,0,tshirt_heavy
10,6,3,2,2,3,26,0.1538,0.1154,0.3077,0.1923,1,0.0,0.3966,0,0,0,0,0,1,balanced
6,3,7,1,3,1,21,0.0476,0.3333,0.381,0.1905,3,1.0,0.2659,0,1,0,0,0,0,random
3,0,0,1,0,0,4,0.75,0.0,0.0,0.0,3,1.0,0.0374,1,1,1,0,0,0,minimal
15,6,0,6,0,0,27,0.4815,0.0,0.0,0.0,7,1.0,0.1737,1,0,1,1,1,0,tshirt_heavy
8,8,0,0,7,0,23,0.3478,0.0,0.0,0.3043,1,0.0,0.3248,1,1,0,1,0,1,summer_only
5,10,0,4,4,0,23,0.2174,0.0,0.0,0.1739,4,1.0,0.2909,1,0,0,1,0,0,summer_only
14,6,9,3,1,2,35,0.1143,0.2571,0.4286,0.2286,2,0.0,0.2614,0,0,0,0,0,1,random
8,2,0,0,0,0,10,0.6,0.0,0.0,0.2,9,1.0,0.4294,1,1,0,1,1,0,minimal
10,6,3,3,2,0,24,0.125,0.125,0.25,0.2917,13,1.0,0.154,0,0,0,0,0,0,balanced
10,17,4,3,3,3,40,0.0,0.1,0.275,0.25,8,1.0,0.4621,0,0,0,0,0,0,random
6,5,9,3,1,0,24,0.0,0.375,0.375,0.4583,2,0.0,0.2271,0,0,0,0,0,1,formal
13,8,8,5,0,1,35,0.1429,0.2286,0.4,0.2286,7,1.0,0.0893,0,0,0,0,0,0,balanced
3,3,0,0,2,0,8,0.375,0.0,0.0,0.25,4,1.0,0.2799,1,1,0,1,0,0,summer_only
14,6,0,8,0,0,28,0.2857,0.0,0.0,0.0,7,1.0,0.1126,1,0,1,1,0,0,tshirt_heavy
8,13,0,3,1,0,25,0.32,0.0,0.0,0.04,6,0.0,0.3897,1,0,1,1,0,1,summer_only
13,9,3,5,0,6,36,0.1111,0.0833,0.3333,0.1389,6,1.0,0.3416,1,0,0,0,0,0,balanced
5,8,5,1,1,0,20,0.0,0.25,0.25,0.45,10,1.0,0.298,0,1,0,0,0,0,formal
10,10,0,1,0,0,21,0.2381,0.0,0.0,0.0,12,1.0,0.3126,1,1,1,1,0,0,tshirt_heavy
17,3,0,3,0,0,23,0.6087,0.0,0.0,0.0,8,1.0,0.1829,1,0,1,1,1,0,tshirt_heavy
6,2,3,2,2,2,17,0.1765,0.1765,0.4118,0.2941,8,1.0,0.3793,0,0,0,0,0,0,balanced
4,1,0,0,0,0,5,0.6,0.0,0.0,0.2,4,1.0,0.2155,1,1,1,0,1,0,minimal
1,1,0,1,0,0,3,0.0,0.0,0.0,0.3333,2,0.0,0.2123,1,1,1,0,0,1,minimal
8,11,1,0,3,3,26,0.0769,0.0385,0.1923,0.1923,5,1.0,0.2544,1,1,0,0,0,0,random
13,9,2,4,1,2,31,0.1613,0.0645,0.1935,0.2258,11,1.0,0.1622,1,0,0,0,0,0,balanced
9,3,8,4,2,0,26,0.0,0.3077,0.3077,0.6923,13,1.0,0.2372,0,0,0,0,0,0,formal
5,7,0,2,2,0,16,0.3125,0.0,0.0,0.125,4,1.0,0.2983,1,0,0,1,0,0,summer_only
2,11,4,3,1,2,23,0.0435,0.1739,0.2174,0.0435,1,1.0,0.5717,0,0,1,0,0,1,random
4,1,0,2,0,0,7,0.4286,0.0,0.0,0.1429,5,1.0,0.3005,1,1,1,1,1,0,minimal
22,3,3,4,0,2,34,0.3529,0.0882,0.2941,0.1765,4,1.0,0.0941,1,0,0,0,0,0,balanced
1,0,0,0,0,0,1,0.0,0.0,0.0,1.0,1,0.0,0.3774,1,1,1,0,0,1,minimal
25,8,0,4,0,0,37,0.4595,0.0,0.0,0.0,4,1.0,0.2747,1,0,1,1,1,0,tshirt_heavy
12,8,8,3,4,0,35,0.0,0.2286,0.2286,0.5429,12,1.0,0.4765,0,0,0,0,0,0,formal
11,7,0,2,0,0,20,0.55,0.0,0.0,0.0,8,1.0,0.5912,1,0,1,1,1,0,summer_only
10,3,5,2,2,1,23,0.1304,0.2174,0.3913,0.3913,13,1.0,0.324,0,0,0,0,0,0,balanced
7,15,5,0,5,2,34,0.0294,0.1471,0.2647,0.2353,6,1.0,0.4039,0,1,0,0,0,0,random
10,3,6,5,1,0,25,0.0,0.24,0.24,0.52,8,1.0,0.2398,0,0,0,0,0,0,formal
8,8,6,3,7,0,32,0.0,0.1875,0.1875,0.5625,7,1.0,0.2641,0,0,0,0,0,0,formal
8,3,5,5,1,2,24,0.125,0.2083,0.375,0.125,3,0.0,0.2085,0,0,0,0,0,1,random
1,4,0,0,0,0,5,0.2,0.0,0.0,0.0,3,1.0,0.1535,1,1,0,0,0,0,minimal
8,8,0,2,2,0,20,0.4,0.0,0.0,0.1,8,1.0,0.59,1,0,0,1,0,0,summer_only
8,5,0,1,1,5,20,0.0,0.0,0.3,0.2,1,0.0,0.1857,1,1,0,0,0,1,random
5,5,1,4,3,3,21,0.0476,0.0476,0.1905,0.381,11,1.0,0.4782,1,0,0,0,0,0,balanced
1,4,2,1,1,6,15,0.0,0.1333,0.3333,0.1333,11,1.0,0.1924,0,1,0,0,0,0,random
3,0,0,3,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.3042,1,0,1,1,1,0,minimal
18,7,1,4,1,2,33,0.1515,0.0303,0.1515,0.2424,10,1.0,0.0399,1,0,0,0,0,0,balanced
12,2,6,2,0,0,22,0.1364,0.2727,0.4091,0.3636,2,1.0,0.2097,0,0,0,0,0,1,balanced
24,2,0,4,0,0,30,0.6667,0.0,0.0,0.0,10,1.0,0.1408,1,0,1,1,1,0,tshirt_heavy
3,7,8,3,5,0,26,0.0,0.3077,0.3077,0.5385,3,1.0,0.2425,0,0,0,0,0,0,formal
14,6,0,1,0,0,21,0.4762,0.0,0.0,0.0,4,1.0,0.0976,1,1,1,1,1,0,tshirt_heavy
12,2,6,0,1,3,24,0.1667,0.25,0.3333,0.3333,4,1.0,0.2747,0,1,0,0,0,0,random
9,6,5,4,1,4,29,0.2069,0.1724,0.3448,0.0345,3,1.0,0.2593,0,0,1,0,0,0,random
12,5,6,0,3,2,28,0.1071,0.2143,0.5,0.2143,8,1.0,0.0843,0,1,0,0,0,0,random
5,4,0,3,0,0,12,0.4167,0.0,0.0,0.0,8,1.0,0.2669,1,0,1,1,1,0,summer_only
20,5,0,3,0,0,28,0.6786,0.0,0.0,0.0,4,1.0,0.1711,1,0,1,1,1,0,tshirt_heavy
4,2,0,3,0,0,9,0.2222,0.0,0.0,0.2222,5,1.0,0.5766,1,0,0,1,0,0,minimal
9,5,11,7,2,0,34,0.0,0.3235,0.3235,0.5,13,1.0,0.3577,0,0,0,0,0,0,formal
26,7,0,2,0,0,35,0.6857,0.0,0.0,0.0,6,1.0,0.3839,1,0,1,1,1,0,tshirt_heavy
12,6,0,0,5,0,23,0.5217,0.0,0.0,0.2174,4,1.0,0.456,1,1,0,1,1,0,summer_only
11,6,6,5,2,0,30,0.0,0.2,0.2,0.6,6,1.0,0.2748,0,0,0,0,0,0,formal
3,7,1,5,6,6,28,0.0357,0.0357,0.1786,0.25,5,1.0,0.2886,1,0,0,0,0,0,random
19,8,7,3,2,1,40,0.15,0.175,0.35,0.3,5,1.0,0.3451,0,0,0,0,0,0,balanced
13,10,0,3,0,0,26,0.3077,0.0,0.0,0.0,4,0.0,0.2567,1,0,1,1,0,1,tshirt_heavy
7,6,0,3,2,0,18,0.3889,0.0,0.0,0.1111,1,1.0,0.6095,1,0,0,1,0,1,summer_only
8,4,1,4,0,5,22,0.1818,0.0455,0.1364,0.1364,3,1.0,0.2992,1,0,0,0,0,0,random
8,8,0,4,2,0,22,0.3636,0.0,0.0,0.0909,9,1.0,0.3344,1,0,0,1,0,0,summer_only
13,3,4,3,2,2,27,0.2963,0.1481,0.2963,0.2222,12,1.0,0.2764,0,0,0,0,0,0,balanced
15,9,7,4,1,3,39,0.1538,0.1795,0.359,0.2564,3,1.0,0.3018,0,0,0,0,0,0,balanced
16,9,0,2,0,0,27,0.5185,0.0,0.0,0.0,10,1.0,0.3666,1,0,1,0,1,0,tshirt_heavy
16,5,0,3,0,0,24,0.4167,0.0,0.0,0.0,10,1.0,0.4198,1,0,1,1,1,0,tshirt_heavy
16,8,2,4,1,1,32,0.2188,0.0625,0.25,0.125,6,1.0,0.2527,1,0,0,0,0,0,balanced
25,8,0,4,0,0,37,0.5676,0.0,0.0,0.0,3,1.0,0.382,1,0,1,1,1,0,tshirt_heavy
20,8,0,1,0,0,29,0.5172,0.0,0.0,0.0,4,1.0,0.6407,1,1,1,1,1,0,tshirt_heavy
11,9,0,4,2,0,26,0.4231,0.0,0.0,0.0769,3,1.0,0.1556,1,0,0,1,1,0,summer_only
10,2,0,4,4,0,20,0.5,0.0,0.0,0.2,9,1.0,0.4146,1,0,0,1,1,0,summer_only
9,8,3,5,1,11,37,0.0541,0.0811,0.3243,0.1351,10,1.0,0.4537,1,0,0,0,0,0,random
4,9,6,0,2,3,24,0.0,0.25,0.375,0.3333,9,1.0,0.1418,0,1,0,0,0,0,random
2,0,0,2,0,0,4,0.5,0.0,0.0,0.0,2,1.0,0.2319,1,0,1,1,0,1,minimal
7,3,6,4,4,0,24,0.0,0.25,0.25,0.6667,10,1.0,0.137,0,0,0,0,0,0,formal
3,3,7,3,4,0,20,0.0,0.35,0.35,0.65,5,1.0,0.2268,0,0,0,0,0,0,formal
1,0,0,1,0,0,2,0.5,0.0,0.0,0.0,1,1.0,0.0912,1,1,1,0,0,1,minimal
8,11,0,3,3,0,25,0.32,0.0,0.0,0.12,7,1.0,0.2971,1,0,0,1,0,0,summer_only
3,0,0,1,0,0,4,0.5,0.0,0.0,0.25,2,0.0,0.3186,1,1,1,0,0,1,minimal
13,7,0,7,0,0,27,0.4074,0.0,0.0,0.0,7,1.0,0.4056,1,0,1,1,1,0,tshirt_heavy
12,9,0,5,0,0,26,0.3846,0.0,0.0,0.0,3,1.0,0.3548,1,0,1,1,0,0,tshirt_heavy
11,8,5,4,2,0,30,0.0,0.1667,0.1667,0.5,7,1.0,0.097,0,0,0,0,1,0,formal
4,5,5,3,6,0,23,0.0,0.2174,0.2174,0.6087,6,1.0,0.2183,0,1,0,0,0,0,formal
6,2,9,5,3,0,25,0.0,0.36,0.36,0.56,4,1.0,0.3264,0,0,0,0,0,0,formal
10,8,0,3,2,0,23,0.4348,0.0,0.0,0.087,7,1.0,0.4079,1,0,0,1,1,0,summer_only
10,7,0,1,3,0,21,0.4762,0.0,0.0,0.1429,5,1.0,0.3908,1,1,0,1,1,0,summer_only
6,8,6,2,1,3,26,0.1154,0.2308,0.3462,0.1538,13,1.0,0.2782,0,0,0,0,0,0,random
4,2,0,1,0,0,7,0.4286,0.0,0.0,0.1429,1,0.0,0.0256,1,1,1,1,1,1,minimal
9,5,2,4,1,5,26,0.1154,0.0769,0.1923,0.0769,13,1.0,0.237,1,0,0,0,0,0,random
7,4,2,3,0,4,20,0.1,0.1,0.15,0.15,11,1.0,0.2476,0,0,0,0,0,0,random
5,0,0,1,0,0,6,0.5,0.0,0.0,0.3333,1,0.0,0.4173,1,1,0,1,1,1,minimal
22,4,0,0,0,0,26,0.6538,0.0,0.0,0.0,7,1.0,0.1218,1,1,1,1,1,0,tshirt_heavy
0,1,0,2,0,0,3,0.0,0.0,0.0,0.0,3,0.0,0.3484,1,0,1,0,0,1,minimal
9,5,3,0,5,1,23,0.2174,0.1304,0.2609,0.3043,9,1.0,0.2593,0,1,0,0,0,0,random
5,13,0,5,5,0,28,0.1786,0.0,0.0,0.1786,10,1.0,0.1663,1,0,0,1,0,0,summer_only
11,9,3,4,0,1,28,0.1071,0.1071,0.2857,0.2143,10,1.0,0.1924,0,0,0,0,0,0,balanced
11,6,0,2,3,0,22,0.5,0.0,0.0,0.1364,11,1.0,0.1574,1,0,0,1,1,0,summer_only
8,6,1,2,0,2,19,0.1579,0.0526,0.2105,0.2632,11,1.0,0.1305,1,0,0,0,0,0,balanced
1,0,0,2,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.3044,1,0,1,0,0,1,minimal
3,3,0,3,0,0,9,0.2222,0.0,0.0,0.1111,8,1.0,0.1325,1,0,1,1,0,0,minimal
9,8,5,6,4,0,32,0.0,0.1562,0.1562,0.5625,4,1.0,0.2017,0,0,0,0,0,0,formal
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.153,1,1,1,0,0,1,minimal
9,9,0,3,5,0,26,0.3462,0.0,0.0,0.1923,10,1.0,0.2905,1,0,0,1,0,0,summer_only
3,2,0,0,0,0,5,0.2,0.0,0.0,0.4,5,1.0,0.1166,1,1,0,0,0,0,minimal
21,8,0,2,0,0,31,0.5484,0.0,0.0,0.0,6,1.0,0.1597,1,0,1,1,1,0,tshirt_heavy
2,0,0,1,0,0,3,0.3333,0.0,0.0,0.3333,2,0.0,0.3813,1,1,1,0,0,1,minimal
12,7,2,3,0,5,29,0.2069,0.069,0.3793,0.069,4,1.0,0.0629,1,0,0,0,0,0,balanced
9,2,3,3,2,0,19,0.2632,0.1579,0.3684,0.2105,13,1.0,0.1342,0,0,0,0,0,0,balanced
10,8,8,4,0,2,32,0.25,0.25,0.3125,0.2188,10,1.0,0.3367,0,0,0,0,0,0,balanced
2,3,0,1,0,0,6,0.3333,0.0,0.0,0.0,3,1.0,0.1453,1,1,1,1,0,0,minimal
9,7,0,5,4,0,25,0.36,0.0,0.0,0.16,13,1.0,0.1988,1,0,0,1,1,0,summer_only
9,5,7,1,3,0,25,0.0,0.28,0.28,0.6,12,1.0,0.2101,0,1,0,0,0,0,formal
5,2,3,5,1,3,19,0.0,0.1579,0.2632,0.2632,8,1.0,0.2893,0,0,0,0,0,0,random
5,12,4,3,3,2,29,0.0,0.1379,0.1724,0.3793,10,1.0,0.0815,0,0,0,0,0,0,random
6,9,2,0,1,2,20,0.05,0.1,0.25,0.2,1,1.0,0.2519,0,1,0,0,0,1,random
4,10,4,2,1,1,22,0.0,0.1818,0.2727,0.1364,6,1.0,0.7043,0,0,0,0,1,0,random
10,8,0,1,2,0,21,0.4762,0.0,0.0,0.0952,12,1.0,0.5895,1,1,0,1,1,0,summer_only
2,1,0,1,0,0,4,0.5,0.0,0.0,0.0,4,1.0,0.0662,1,1,1,0,0,0,minimal
23,10,0,4,0,0,37,0.5135,0.0,0.0,0.0,11,1.0,0.2894,1,0,1,1,1,0,tshirt_heavy
8,8,6,5,3,0,30,0.0,0.2,0.2,0.5,9,1.0,0.3163,0,0,0,0,0,0,formal
7,8,0,2,5,0,22,0.3182,0.0,0.0,0.2273,4,1.0,0.1388,1,0,0,1,0,0,summer_only
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.0668,1,1,1,0,0,1,minimal
3,3,0,2,0,0,8,0.125,0.0,0.0,0.25,2,1.0,0.1489,1,0,0,1,0,1,minimal
4,6,5,1,1,1,18,0.0,0.2778,0.3333,0.3333,5,1.0,0.1805,0,1,0,0,0,0,random
11,6,6,3,3,1,30,0.1667,0.2,0.3,0.2333,11,1.0,0.4266,0,0,0,0,0,0,balanced
8,5,0,2,3,0,18,0.4444,0.0,0.0,0.1667,13,1.0,0.2045,1,0,0,1,1,0,summer_only
13,10,4,5,0,4,36,0.1389,0.1111,0.3333,0.1667,6,1.0,0.0871,0,0,0,0,0,0,balanced
8,6,0,2,4,0,20,0.4,0.0,0.0,0.2,9,1.0,0.4238,1,0,0,1,0,0,summer_only
4,1,0,0,0,0,5,0.6,0.0,0.0,0.2,3,1.0,0.4417,1,1,1,0,1,0,minimal
25,9,0,3,0,0,37,0.6216,0.0,0.0,0.0,7,1.0,0.3795,1,0,1,1,1,0,tshirt_heavy
18,7,0,2,0,0,27,0.5556,0.0,0.0,0.0,2,1.0,0.3912,1,0,1,1,1,1,tshirt_heavy
9,5,4,2,6,0,26,0.0,0.1538,0.1538,0.6923,3,1.0,0.223,0,0,0,0,0,0,formal
1,0,0,3,0,0,4,0.25,0.0,0.0,0.0,3,1.0,0.3528,0,0,1,0,0,0,minimal
7,2,10,4,4,0,27,0.0,0.3704,0.3704,0.7037,11,1.0,0.1789,0,0,0,0,0,0,formal
5,7,0,3,2,0,17,0.2941,0.0,0.0,0.1176,13,1.0,0.2537,1,0,0,1,0,0,summer_only
20,9,0,5,0,0,34,0.4412,0.0,0.0,0.0,2,1.0,0.318,1,0,1,1,1,1,tshirt_heavy
23,7,0,2,0,0,32,0.5312,0.0,0.0,0.0,3,1.0,0.4698,1,0,1,1,1,0,tshirt_heavy
21,6,0,3,0,0,30,0.6,0.0,0.0,0.0,12,1.0,0.191,1,0,1,1,1,0,tshirt_heavy
1,2,0,1,0,0,4,0.25,0.0,0.0,0.0,2,1.0,0.5601,1,1,1,0,0,1,minimal
28,5,0,3,0,0,36,0.6667,0.0,0.0,0.0,5,1.0,0.0653,1,0,1,1,1,0,tshirt_heavy
7,3,0,5,5,0,20,0.35,0.0,0.0,0.25,10,1.0,0.1841,1,0,0,1,0,0,summer_only
22,8,4,4,0,0,38,0.2895,0.1053,0.2895,0.1579,6,1.0,0.2429,0,0,0,0,0,0,balanced
16,5,1,3,0,1,26,0.1923,0.0385,0.2692,0.2308,10,1.0,0.5881,1,0,0,0,0,0,balanced
6,6,4,5,3,0,24,0.0,0.1667,0.1667,0.4167,9,1.0,0.5413,0,0,0,0,0,0,formal
3,1,0,0,0,0,4,0.75,0.0,0.0,0.0,1,0.0,0.1532,0,1,1,0,0,1,minimal
12,8,0,3,3,0,26,0.4615,0.0,0.0,0.1154,2,1.0,0.226,1,0,0,1,1,1,summer_only
21,5,0,2,0,0,28,0.6071,0.0,0.0,0.0,11,1.0,0.6791,1,0,1,1,1,0,tshirt_heavy
20,8,0,4,0,0,32,0.4688,0.0,0.0,0.0,11,1.0,0.1887,1,0,1,1,1,0,tshirt_heavy
17,8,5,4,1,3,38,0.2105,0.1316,0.2895,0.2632,4,1.0,0.1661,0,0,0,0,0,0,balanced
13,13,6,0,2,8,42,0.1429,0.1429,0.2381,0.0476,4,1.0,0.0377,0,1,0,0,0,0,random
8,6,1,3,0,3,21,0.2381,0.0476,0.2857,0.0,9,1.0,0.4392,1,0,1,0,0,0,random
10,16,6,4,0,3,39,0.0513,0.1538,0.2308,0.2051,11,1.0,0.1286,0,0,0,0,0,0,random
17,9,0,4,0,0,30,0.4667,0.0,0.0,0.0,7,1.0,0.2364,1,0,1,1,1,0,tshirt_heavy
22,6,0,2,0,0,30,0.5333,0.0,0.0,0.0,6,1.0,0.4872,1,0,1,1,1,0,tshirt_heavy
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,2,0.0,0.3518,1,1,1,0,0,1,minimal
11,2,7,7,6,0,33,0.0,0.2121,0.2121,0.6667,8,1.0,0.0777,0,0,0,0,0,0,formal
7,7,3,4,1,8,30,0.0,0.1,0.3333,0.1333,8,1.0,0.6264,0,0,0,0,0,0,random
6,5,3,5,3,0,22,0.0,0.1364,0.1364,0.4545,4,1.0,0.1961,0,0,0,0,0,0,formal
8,11,0,4,0,0,23,0.3478,0.0,0.0,0.0,8,1.0,0.1788,1,0,1,1,0,0,summer_only
8,10,0,6,5,0,29,0.2759,0.0,0.0,0.1724,2,0.0,0.5429,1,0,0,1,0,1,summer_only
18,6,0,0,4,0,28,0.6429,0.0,0.0,0.1429,3,1.0,0.2506,1,1,0,1,1,0,summer_only
9,6,6,3,1,4,29,0.1034,0.2069,0.4138,0.3103,8,1.0,0.4159,0,0,0,0,0,0,balanced
7,7,8,4,4,0,30,0.0,0.2667,0.2667,0.6333,8,1.0,0.2003,0,0,0,0,0,0,formal
5,10,0,5,4,0,24,0.2083,0.0,0.0,0.1667,10,1.0,0.4008,1,0,0,1,0,0,summer_only
5,0,0,1,0,0,6,0.6667,0.0,0.0,0.1667,4,0.0,0.2824,1,1,1,1,1,1,minimal
8,5,1,7,1,8,30,0.0333,0.0333,0.2,0.1333,11,1.0,0.3467,1,0,0,0,0,0,random
5,5,6,1,0,4,21,0.0952,0.2857,0.4286,0.2857,9,1.0,0.1083,0,1,0,0,0,0,random
10,1,6,0,1,6,24,0.0,0.25,0.5417,0.2917,4,1.0,0.2215,0,1,0,0,0,0,random
14,5,0,1,0,0,20,0.6,0.0,0.0,0.0,6,1.0,0.1805,1,1,1,1,1,0,tshirt_heavy
0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,2,1.0,0.2229,1,1,1,0,0,1,minimal
18,7,0,0,0,0,25,0.6,0.0,0.0,0.0,13,1.0,0.5757,1,1,1,1,1,1,tshirt_heavy
10,7,1,5,4,3,30,0.2,0.0333,0.0667,0.1667,13,1.0,0.4676,1,0,0,1,0,0,random
5,6,5,4,4,5,29,0.1379,0.1724,0.3448,0.1724,9,1.0,0.2206,0,0,0,0,0,0,random
9,7,0,0,0,0,16,0.5625,0.0,0.0,0.0,6,1.0,0.1585,1,1,1,1,1,0,tshirt_heavy
6,11,1,2,6,3,29,0.0,0.0345,0.1379,0.2759,4,0.0,0.1891,1,0,0,0,0,1,random
21,3,2,4,2,1,33,0.3333,0.0606,0.2121,0.1515,9,1.0,0.3185,1,0,0,0,0,0,balanced
3,1,0,0,0,0,4,0.75,0.0,0.0,0.0,3,1.0,0.4017,0,1,1,0,0,0,minimal
7,11,0,4,2,0,24,0.2917,0.0,0.0,0.0833,6,1.0,0.373,1,0,0,1,0,0,summer_only
9,7,7,3,5,0,31,0.0,0.2258,0.2258,0.6129,5,1.0,0.4882,0,0,0,0,0,0,formal
15,8,2,2,3,1,31,0.2581,0.0645,0.1613,0.2581,10,1.0,0.2402,1,0,0,0,0,0,balanced
12,7,5,2,2,6,34,0.0,0.1471,0.3824,0.1471,12,1.0,0.3498,0,0,0,0,0,0,random
7,7,4,4,2,4,28,0.0357,0.1429,0.3214,0.2143,5,1.0,0.2699,0,0,0,0,0,0,random
8,4,0,3,1,0,16,0.5,0.0,0.0,0.0625,8,1.0,0.2353,1,0,1,1,1,0,summer_only
12,4,3,2,1,2,24,0.0417,0.125,0.2917,0.2917,3,1.0,0.2422,0,0,0,0,0,0,random
5,5,1,4,6,2,23,0.087,0.0435,0.087,0.2609,1,0.0,0.2653,1,0,0,1,0,1,random
3,0,0,1,0,0,4,0.75,0.0,0.0,0.0,1,0.0,0.2296,1,1,1,0,0,1,minimal
9,7,5,1,3,0,25,0.0,0.2,0.2,0.68,4,1.0,0.1937,0,1,0,0,0,0,formal
6,8,6,6,0,1,27,0.0,0.2222,0.2222,0.3333,1,1.0,0.3886,0,0,0,0,0,1,random
8,9,0,5,4,0,26,0.3077,0.0,0.0,0.1538,5,1.0,0.2271,1,0,0,1,0,0,summer_only
18,5,4,5,3,1,36,0.1667,0.1111,0.3889,0.2222,7,1.0,0.1284,0,0,0,0,0,0,balanced
9,7,9,3,0,0,28,0.0,0.3214,0.3214,0.5714,11,1.0,0.0633,0,0,0,0,0,0,formal
20,5,0,3,0,0,28,0.4286,0.0,0.0,0.0,9,1.0,0.2329,1,0,1,1,1,0,tshirt_heavy
13,5,4,3,0,3,28,0.3214,0.1429,0.2857,0.1429,9,1.0,0.6045,0,0,0,0,0,0,balanced
